Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
51803673,Two Commonwealths: The Soviets and Ourselves,K.E. Holme,"Holme, K.E.",,"=""""","=""""",0,4.25,George G. Harrap & Company LTD,Unknown Binding,67,1944,,,2022/04/19,to-read,to-read (#463),to-read,,,,0,,,0,,,,,
18376712,The Great Conspiracy Against Russia,Michael Sayers,"Sayers, Michael",Albert E. Kahn,"=""""","=""""",0,4.45,Boni & Gaer,Hardcover,154,1946,1946,,2022/04/19,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
25677977,Workers' Participation in the Soviet Union,Mick Costello,"Costello, Mick",,"=""0714709581""","=""9780714709581""",0,3.50,Central Books Ltd.,Paperback,167,1977,1977,,2022/04/19,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
52349841,The Soviet Form of Popular Government,V.M. Chkhikvadze,"Chkhikvadze, V.M.",,"=""0714704881""","=""9780714704883""",0,0.0,,Hardcover,,1972,,,2022/04/19,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
4799634,Socialism In The Soviet Union,Jonathan Aurthur,"Aurthur, Jonathan",,"=""0917348141""","=""9780917348143""",0,3.50,,,,,,,2022/04/19,to-read,to-read (#459),to-read,,,,0,,,0,,,,,
54033355,Soviet Communism: A New Civilisation? - Vol. I,Beatrice Webb,"Webb, Beatrice",Sidney Webb,"=""1473311373""","=""9781473311374""",0,4.00,Young Press,Paperback,552,2013,,,2022/04/19,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
3453454,"The Industrialization of Soviet Russia, Volume 1: The Socialist Offensive: The Collectivisation of the Soviet Agriculture, 1929-1930",Robert William Davies,"Davies, Robert William",,"=""0674814800""","=""9780674814806""",0,4.00,Harvard University Press,Hardcover,512,1974,1974,,2022/04/19,to-read,to-read (#457),to-read,,,,0,,,0,,,,,
36659963,Soviet Democracy,Pat  Sloan,"Sloan, Pat",,"=""""","=""""",0,4.23,Victor Gollancz LTD,Paperback,288,1937,,,2022/04/19,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
4470412,Is the Red Flag Flying?: The Political Economy of the Soviet Union (Imperialism series),Albert Szymanski,"Szymanski, Albert",,"=""0905762355""","=""9780905762357""",0,4.18,Zed Books,Hardcover,235,1979,1979,,2022/04/19,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
2189191,An Economic History of the USSR,Alec Nove,"Nove, Alec",,"=""0140214038""","=""9780140214031""",0,3.81,Penguin Books,Paperback,432,1972,1969,,2022/04/19,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
43015121,The Wealth of (Some) Nations: Imperialism and the Mechanics of Value Transfer,Zak Cope,"Cope, Zak",,"=""0745338852""","=""9780745338859""",0,4.35,Pluto Press,Paperback,240,2019,,,2022/04/19,to-read,to-read (#453),to-read,,,,0,,,0,,,,,
22037894,Unequal Exchange and the Prospects of Socialism,Communist Working Group,"Group, Communist Working",,"=""""","=""""",0,4.10,,,223,,,,2022/04/19,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
274392,"Black Skin, White Masks",Frantz Fanon,"Fanon, Frantz",Charles Lam Markmann,"=""0802150845""","=""9780802150844""",0,4.26,Grove,Paperback,232,1994,1952,,2022/04/19,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
3184732,Settlers: The Mythology of the White Proletariat,J. Sakai,"Sakai, J.",,"=""""","=""""",0,4.23,Morningstar Pres,Paperback,176,1989,1983,,2022/04/19,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
31171856,Ten Myths about Israel,Ilan Pappé,"Pappé, Ilan",,"=""1786630192""","=""9781786630193""",0,4.29,Verso,Paperback,192,2017,2017,,2022/04/19,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,"Davis, Mike",,"=""1859843824""","=""9781859843826""",0,4.14,Verso,Paperback,474,2002,2000,,2022/04/19,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1876175702""","=""9781876175702""",0,3.77,Ocean Press,Paperback,175,2003,1992,,2022/04/19,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
66935,A Dying Colonialism,Frantz Fanon,"Fanon, Frantz",Haakon Chevalier,"=""0802150276""","=""9780802150271""",0,4.18,Grove,Paperback,181,1994,1959,,2022/04/19,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
114072,Reminiscences of the Cuban Revolutionary War: Authorized Edition,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1920888330""","=""9781920888336""",0,3.94,Ocean Press,Paperback,320,2005,1963,,2022/04/19,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
29429893,Blitzed: Drugs in Nazi Germany,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""0241256992""","=""9780241256992""",0,4.04,Allen Lane,Hardcover,360,2016,2015,,2022/04/19,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
12292260,Kill Anything That Moves: The Real American War in Vietnam,Nick Turse,"Turse, Nick",,"=""0805086919""","=""9780805086911""",0,4.22,Metropolitan Books,Hardcover,370,2013,2011,,2022/04/19,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
31578250,October: The Story of the Russian Revolution,China Miéville,"Miéville, China",,"=""1784782777""","=""9781784782771""",0,3.91,Verso,Hardcover,369,2017,2017,,2022/04/19,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
9670246,Liberalism: A Counter-History,Domenico Losurdo,"Losurdo, Domenico",Gregory Elliott,"=""1844676935""","=""9781844676934""",0,4.38,Verso,Hardcover,384,2011,2005,,2022/04/19,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
54218,The Mismeasure of Man,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0393314251""","=""9780393314250""",0,4.05,W. W. Norton & Company,Paperback,446,1996,1982,,2022/04/19,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
91682,Revolutionary Suicide,Huey P. Newton,"Newton, Huey P.",J. Herman Blake,"=""0863163262""","=""9780863163265""",0,4.44,Writers & Readers Publishing,Paperback,333,1995,1973,,2022/04/19,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
13236911,Remembering Che: My Life with Che Guevara,Aleida March,"March, Aleida",,"=""0987077937""","=""9780987077936""",0,3.82,Ocean Press,Paperback,190,2012,2008,,2022/04/19,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
35859649,Inglorious Empire: What the British Did to India,Shashi Tharoor,"Tharoor, Shashi",,"=""""","=""""",0,4.17,Scribe,Kindle Edition,326,2017,2016,,2022/04/19,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
4025275,War's Unwomanly Face,Svetlana Alexievich,"Alexievich, Svetlana","Richard Pevear, Larissa Volokhonsky","=""5010004941""","=""9785010004941""",0,4.52,Progress Publishers,Hardcover,247,1988,1983,,2022/04/19,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
355190,Orientalism,Edward W. Said,"Said, Edward W.",,"=""""","=""""",0,4.08,Vintage,Paperback,395,2003,1978,,2022/04/19,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson,"Anderson, Jon Lee","José Hernández, Leena Nivala","=""0802135587""","=""9780802135582""",0,4.08,Grove Press (NYC),Paperback,814,1998,1997,,2022/04/19,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
181643,"The Will to Improve: Governmentality, Development, and the Practice of Politics",Tania Murray Li,"Li, Tania Murray",,"=""0822340275""","=""9780822340270""",0,4.04,Duke University Press Books,Paperback,392,2007,2007,,2022/04/19,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
23059307,"Enterprising Nature: Economics, Markets, and Finance in Global Biodiversity Politics",Jessica Dempsey,"Dempsey, Jessica",,"=""1118640608""","=""9781118640609""",0,4.10,Wiley,Hardcover,312,2016,2014,,2022/04/19,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
18777957,Nature Inc.: Environmental Conservation in the Neoliberal Age,Bram Büscher,"Büscher, Bram","Wolfram Dressler, Robert  Fletcher","=""0816530955""","=""9780816530953""",0,4.38,University of Arizona Press,Hardcover,304,2014,2014,,2022/04/19,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
21944615,"Red Skin, White Masks: Rejecting the Colonial Politics of Recognition",Glen Sean Coulthard,"Coulthard, Glen Sean",,"=""0816679657""","=""9780816679652""",0,4.46,Univ Of Minnesota Press,Paperback,256,2014,2014,,2022/04/19,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
3297693,"The Birth of Biopolitics: Lectures at the Collège de France, 1978-1979",Michel Foucault,"Foucault, Michel","Graham Burchell, Arnold I. Davidson","=""1403986541""","=""9781403986542""",0,4.28,Palgrave Macmillan,Hardcover,368,2008,2004,,2022/04/19,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
53981,The Great Transformation: The Political and Economic Origins of Our Time,Karl Polanyi,"Polanyi, Karl","Joseph E. Stiglitz, Fred L. Block","=""080705643X""","=""9780807056431""",0,4.20,Beacon Press,Paperback,360,2001,1944,,2022/04/19,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
26401204,"Capitalism: Competition, Conflict, Crises",Anwar Shaikh,"Shaikh, Anwar",,"=""0199390630""","=""9780199390632""",0,4.55,"Oxford University Press, USA",Hardcover,1024,2016,2016,,2022/04/19,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
15893622,The Endless Crisis: How Monopoly-Finance Capital Produces Stagnation and Upheaval from the USA to China,John Bellamy Foster,"Foster, John Bellamy",Robert W. McChesney,"=""158367313X""","=""9781583673133""",0,4.21,Monthly Review Press,Hardcover,227,2012,2012,,2022/04/19,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
403846,Caliban and the Witch,Silvia Federici,"Federici, Silvia",,"=""1570270597""","=""9781570270598""",0,4.54,Autonomedia,Paperback,285,2004,2004,,2022/04/19,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
32758457,Can We Avoid Another Financial Crisis?,Steve Keen,"Keen, Steve",,"=""1509513728""","=""9781509513727""",0,4.28,Polity Press,Hardcover,140,2017,2017,,2022/04/19,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
183033,A Brief History of Neoliberalism,David Harvey,"Harvey, David",,"=""0199283273""","=""9780199283279""",0,4.12,"Oxford University Press, USA",Paperback,247,2007,2005,,2022/04/19,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
187062,Anti-Dühring: Herr Eugen Dühring's Revolution in Science,Friedrich Engels,"Engels, Friedrich",,"=""""","=""""",0,4.28,International Publishers,Paperback,365,1966,1878,,2022/04/19,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
1108378,What Is to Be Done?,Vladimir Lenin,"Lenin, Vladimir","Robert Service, Joe Fineberg, George H. Hanna","=""0140181261""","=""9780140181265""",0,3.97,Penguin Classics,Paperback,272,1990,1902,,2022/04/19,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
189641,The Civil War in France,Karl Marx,"Marx, Karl",,"=""0882862367""","=""9780882862361""",0,4.20,Charles Kerr,Paperback,64,1998,1871,,2022/04/19,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
188226,The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,Karl Marx,"Marx, Karl",Friedrich Engels,"=""1573922587""","=""9781573922586""",0,4.09,Prometheus Books,Paperback,584,1998,1846,,2022/04/19,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
6329592,On Contradiction,Mao Zedong,"Zedong, Mao",,"=""""","=""""",0,4.18,Foreign Languages Press,paperback,58,1967,1952,,2022/04/19,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
9835456,The Three Sources and Three Component Parts of Marxism. Karl Marx. Frederick Engels,Vladimir Lenin,"Lenin, Vladimir",,"=""1172421110""","=""9781172421114""",0,4.12,Nabu Press,Paperback,84,2010,1899,,2022/04/19,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
12007777,Why Socialism?,Albert Einstein,"Einstein, Albert",,"=""""","=""""",0,4.10,Monthly Review,,4,1949,1949,,2022/04/19,to-read,to-read (#416),to-read,,,,0,,,0,,,,,
198391,Rethinking Globalization: Teaching for Justice in an Unjust World,Bill Bigelow,"Bigelow, Bill",Bob  Peterson,"=""0942961285""","=""9780942961287""",0,4.17,Rethinking Schools,Paperback,400,2002,2002,,2022/04/19,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
12911267,Is Everyone Really Equal?: An Introduction to Key Concepts in Social Justice Education,Özlem Sensoy,"Sensoy, Özlem","Robin DiAngelo, Özlem Sensoy","=""080775269X""","=""9780807752692""",0,4.08,Teachers College Press,Paperback,214,2011,2011,,2022/04/19,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
1163136,Surviving On The Streets: How To Go Down Without Going Out,Ace Backwords,"Backwords, Ace",,"=""1559502010""","=""9781559502016""",0,4.04,Loompanics Unlimited,Paperback,195,2002,2002,,2022/04/19,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
7281520,God and His Demons,Michael Parenti,"Parenti, Michael",,"=""1616141778""","=""9781616141776""",0,3.92,Prometheus Books,Hardcover,281,2010,2010,,2022/04/19,to-read,to-read (#412),to-read,,,,0,,,0,,,,,
257895,Why the Rest Hates the West: Understanding the Roots of Global Rage,Meic Pearse,"Pearse, Meic",,"=""0830832025""","=""9780830832026""",0,3.74,InterVarsity Press,Paperback,188,2004,2004,,2022/04/18,to-read,to-read (#411),to-read,,,,0,,,0,,,,,
429479,Pacifism as Pathology: Reflections on the Role of Armed Struggle in North America,Ward Churchill,"Churchill, Ward","Derrick Jensen, Mike Ryan","=""1904859186""","=""9781904859185""",4,3.91,AK Press,Paperback,228,2007,1998,,2022/04/18,,,read,,,,1,,,0,,,,,
78130,Killing Hope: U.S. Military and C.I.A. Interventions Since World War II,William Blum,"Blum, William",,"=""1567512526""","=""9781567512526""",5,4.20,Common Courage Press,Paperback,500,2008,1995,,2022/04/02,,,read,,,,1,,,0,,,,,
151637,The New Media Monopoly: A Completely Revised and Updated Edition With Seven New Chapters,Ben H. Bagdikian,"Bagdikian, Ben H.",,"=""0807061875""","=""9780807061879""",5,3.87,Beacon Press,Paperback,320,2004,2004,,2022/04/18,,,read,,,,1,,,0,,,,,
15814204,Dirty Wars: The World is a Battlefield,Jeremy Scahill,"Scahill, Jeremy",,"=""156858671X""","=""9781568586717""",0,4.07,Nation Books,Hardcover,642,2013,2012,,2022/04/18,to-read,to-read (#410),to-read,,,,0,,,0,,,,,
96491,Blackwater: The Rise of the World's Most Powerful Mercenary Army,Jeremy Scahill,"Scahill, Jeremy",,"=""1560259795""","=""9781560259794""",0,3.81,Nation Books,Hardcover,550,2007,2007,,2022/04/18,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
811879,The Forest and the Trees,Allan G. Johnson,"Johnson, Allan G.",,"=""156639564X""","=""9781566395649""",5,4.15,Temple University Press,Paperback,204,2008,1991,,2022/04/18,,,read,,,,1,,,0,,,,,
85935,Selections from the Prison Notebooks,Antonio Gramsci,"Gramsci, Antonio","Geoffrey Nowell-Smith, Quintin Hoare","=""071780397X""","=""9780717803972""",0,4.20,International Publishers,Paperback,572,1971,1947,,2022/04/18,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
5052701,The Scavengers' Manifesto,Anneli Rufus,"Rufus, Anneli",Kristan Lawson,"=""1585427179""","=""9781585427178""",0,3.24,Tarcherperigee,Paperback,289,2009,2009,,2022/04/18,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
381842,How Nonviolence Protects the State,Peter Gelderloos,"Gelderloos, Peter",,"=""0896087727""","=""9780896087729""",5,3.98,South End Press,Paperback,182,2007,2007,,2022/04/18,,,read,,,,1,,,0,,,,,
57765699,What is Communist Anarchism?: The ABC of Anarchism (Radical Reprint),Alexander Berkman,"Berkman, Alexander",Rhiza,"=""8490835179""","=""9788490835173""",5,4.50,,Paperback,,2021,,,2022/04/18,,,read,,,,1,,,0,,,,,
51622,Fascism and Big Business,Daniel Guérin,"Guérin, Daniel",,"=""0873488784""","=""9780873488785""",5,4.11,Pathfinder,Paperback,422,1973,1936,,2022/01/31,,,read,,,,1,,,0,,,,,
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",5,4.25,Metropolitan Books,Hardcover,558,2007,2006,,2022/04/18,,,read,,,,1,,,0,,,,,
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,"Marighella, Carlos",,"=""1894925025""","=""9781894925020""",0,3.46,Abraham Guillen Press,Paperback,66,2002,1969,,2022/04/18,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
17694157,The Failure of Nonviolence: From the Arab Spring to Occupy,Peter Gelderloos,"Gelderloos, Peter",,"=""""","=""9780939306183""",0,3.84,Left Bank Books,Paperback,306,2013,2013,,2022/04/18,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,"Loewen, James W.",,"=""0684818868""","=""9780684818863""",0,3.96,"Touchstone Books/Simon & Schuster, Inc.",Paperback,383,1996,1995,,2022/04/18,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
186043,Naked Imperialism: America's Pursuit of Global Hegemony,John Bellamy Foster,"Foster, John Bellamy",,"=""1583671315""","=""9781583671313""",5,4.08,Monthly Review Press,Paperback,176,2006,2006,,2022/04/18,,,read,,,,1,,,0,,,,,
331227,A Short History of Progress,Ronald Wright,"Wright, Ronald",,"=""0786715472""","=""9780786715473""",0,4.10,Da Capo Press,Paperback,224,2005,2004,,2022/04/18,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
227265,"Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)",Daniel Quinn,"Quinn, Daniel",,"=""0553375407""","=""9780553375404""",0,3.99,Bantam,Paperback,266,1995,1992,,2022/04/18,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0060973331""","=""9780060973339""",0,3.96,Harper Perennial,Paperback,292,1990,1989,,2022/04/18,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
533945,Make-Believe Media: The Politics of Entertainment,Michael Parenti,"Parenti, Michael",,"=""0312056036""","=""9780312056032""",0,4.11,Cengage Learning,Paperback,254,1991,1991,,2022/04/18,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
369051,Democracy and Education,John Dewey,"Dewey, John",,"=""0684836319""","=""9780684836317""",0,4.04,Free Press,Paperback,384,1997,1916,,2022/04/18,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
38088183,Custom Reality and You,Peter Coffin,"Coffin, Peter",,"=""""","=""""",0,3.78,,Kindle Edition,232,2018,,,2022/04/18,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
381440,The Society of the Spectacle,Guy Debord,"Debord, Guy",Donald Nicholson-Smith,"=""0942299795""","=""9780942299793""",5,4.02,Zone Books,Paperback,160,1995,1967,,2022/03/13,,,read,,,,1,,,0,,,,,
108428,Are Prisons Obsolete?,Angela Y. Davis,"Davis, Angela Y.",,"=""1583225811""","=""9781583225813""",5,4.56,Seven Stories Press,Paperback,128,2003,2003,,2022/03/21,,,read,,,,1,,,0,,,,,
179609,Imperialism: The Highest Stage of Capitalism,Vladimir Lenin,"Lenin, Vladimir",,"=""0745310354""","=""9780745310350""",5,4.17,Pluto Press,Paperback,192,1996,1916,,2022/04/02,,,read,,,,1,,,0,,,,,
13651,"The Dispossessed (Hainish Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.22,Harper Voyager,Paperback,387,1994,1974,,2022/04/18,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
26593431,The New Confessions of an Economic Hit Man,John Perkins,"Perkins, John",,"=""1626566747""","=""9781626566743""",0,3.93,Berrett-Koehler Publishers,Paperback,384,2016,2016,,2022/04/18,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
2159,Confessions of an Economic Hit Man,John Perkins,"Perkins, John",,"=""0452287081""","=""9780452287082""",0,3.86,Plume,Paperback,303,2004,2004,,2022/04/18,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
34381051,Loaded: A Disarming History of the Second Amendment,Roxanne Dunbar-Ortiz,"Dunbar-Ortiz, Roxanne",,"=""0872867234""","=""9780872867239""",0,3.93,City Lights Publishers,Paperback,238,2018,2018,,2022/04/18,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
102748,Rules for Radicals: A Pragmatic Primer for Realistic Radicals,Saul D. Alinsky,"Alinsky, Saul D.",,"=""0679721134""","=""9780679721130""",0,3.74,Vintage,Paperback,196,1989,1969,,2022/02/03,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
60973,The Culture of Make Believe,Derrick Jensen,"Jensen, Derrick",,"=""1931498571""","=""9781931498579""",0,4.25,Chelsea Green Publishing Company,Paperback,720,2004,2002,,2022/04/17,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
60975,"Endgame, Vol. 2: Resistance",Derrick Jensen,"Jensen, Derrick",,"=""1583227245""","=""9781583227244""",0,4.14,Seven Stories Press,Paperback,496,2006,2006,,2022/04/17,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
60971,"Endgame, Vol. 1: The Problem of Civilization",Derrick Jensen,"Jensen, Derrick",,"=""158322730X""","=""9781583227305""",0,4.10,Seven Stories Press,Paperback,495,2006,2006,,2022/04/17,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
16685439,The Price of Inequality: How Today's Divided Society Endangers Our Future,Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""0393345068""","=""9780393345063""",4,4.02,W. W. Norton  Company,Paperback,560,2013,2012,,2021/02/08,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
493371,The Bottom Billion: Why the Poorest Countries Are Failing and What Can Be Done About It,Paul Collier,"Collier, Paul",هيثم نشواتي,"=""0195311450""","=""9780195311457""",0,3.86,"Oxford University Press, USA",Hardcover,205,2007,2007,,2022/04/17,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
55878197,Contradiction and Overdetermination,Louis Althusser,"Althusser, Louis",,"=""""","=""""",0,3.60,,,18,1962,,,2022/04/17,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
4692065,"Foundations of a Planned Economy, 1926-1929, Volume 1",Edward Hallett Carr,"Carr, Edward Hallett",Robert William Davies,"=""0140217681""","=""9780140217681""",0,3.50,Penguin Books Ltd,Paperback,1108,1974,,,2022/04/17,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
44903309,Give Them an Argument: Logic for the Left,Ben Burgis,"Burgis, Ben",,"=""1789042100""","=""9781789042108""",0,3.77,Zero Books,Paperback,128,2019,2019,,2022/04/17,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
911572,"Win Your Case: How to Present, Persuade, and Prevail--Every Place, Every Time",Gerry Spence,"Spence, Gerry",,"=""0312338813""","=""9780312338817""",0,3.76,St. Martin's Press,Hardcover,287,2005,2005,,2022/04/17,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
895390,"How to Argue and Win Every Time: At Home, At Work, In Court, Everywhere, Every Day",Gerry Spence,"Spence, Gerry",,"=""0312144776""","=""9780312144777""",0,3.67,St. Martin's Griffin,Paperback,307,1996,1995,,2022/04/17,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
13455,Don't Think of an Elephant! Know Your Values and Frame the Debate: The Essential Guide for Progressives,George Lakoff,"Lakoff, George","Howard Dean, ฐณฐ จินดานนท์, Dan Hazen, อภิรดา มีเดช","=""1931498717""","=""9781931498715""",0,3.98,Chelsea Green Publishing,Paperback,144,2004,2004,,2022/04/17,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
245779,"Talking Right: How Conservatives Turned Liberalism Into a Tax-Raising, Latte-Drinking, Sushi-Eating, Volvo-Driving, New York Times-Reading, Body-Piercing, Hollywood-Loving, Left-Wing Freak Show",Geoffrey Nunberg,"Nunberg, Geoffrey",,"=""1586483862""","=""9781586483869""",0,3.70,PublicAffairs,Hardcover,264,2006,2006,,2022/04/17,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
1268994,For a New Liberty: The Libertarian Manifesto,Murray N. Rothbard,"Rothbard, Murray N.",,"=""""","=""""",1,4.31,Collier Books,Paperback,338,1978,1973,,2022/04/17,,,read,,,,1,,,0,,,,,
11967565,Marx's Das Kapital For Beginners,Michael Wayne,"Wayne, Michael","Josh Siegel, Sungyoon Choi","=""1934389595""","=""9781934389591""",0,3.76,For Beginners,Paperback,144,2012,2011,,2022/04/17,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
51378,Feminist Theory: From Margin to Center,bell hooks,"hooks, bell",,"=""0896082210""","=""9780896082212""",0,4.42,South End Press,Paperback,174,1984,1984,,2022/04/17,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
106834,The Working Class Majority: America's Best Kept Secret,Michael Zweig,"Zweig, Michael",,"=""0801487277""","=""9780801487279""",0,3.72,ILR Press,Paperback,208,2001,2000,,2022/04/17,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
1731342,The Decline of Capitalism: Can a Self-Regulated Profits System Survive,Harry Shutt,"Shutt, Harry",,"=""184277400X""","=""9781842774007""",0,3.33,Zed Books,Hardcover,160,2004,2004,,2022/04/17,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
51306,Mutual Aid,Pyotr Kropotkin,"Kropotkin, Pyotr",,"=""1426414595""","=""9781426414596""",5,4.23,BiblioLife,Paperback,236,2008,1891,,2022/04/12,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
48908670,Angrynomics,Eric Lonergan,"Lonergan, Eric",Mark Blyth,"=""1788212789""","=""9781788212786""",0,3.95,Agenda Publishing,Hardcover,192,2020,2020,,2022/04/17,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
40538538,Goliath: The 100-Year War Between Monopoly Power and Democracy,Matt Stoller,"Stoller, Matt",,"=""1501183087""","=""9781501183089""",0,4.23,Simon  Schuster,Hardcover,608,2019,2019,,2022/04/17,to-read,to-read (#377),to-read,,,,0,,,0,,,,,
312957,Post-Scarcity Anarchism,Murray Bookchin,"Bookchin, Murray",,"=""1904859062""","=""9781904859062""",0,3.99,AK Press,Paperback,242,2004,1971,,2022/04/17,to-read,to-read (#376),to-read,,,,0,,,0,,,,,
22928900,One Nation Under God: How Corporate America Invented Christian America,Kevin M. Kruse,"Kruse, Kevin M.",,"=""0465049494""","=""9780465049493""",0,3.95,Basic Books,Hardcover,384,2015,2015,,2022/04/17,to-read,to-read (#375),to-read,,,,0,,,0,,,,,
2187163,The Rise & Repression of Radical Labor in the United States 1877-1919,Daniel R. Fusfeld,"Fusfeld, Daniel R.",,"=""088286050X""","=""9780882860503""",0,4.50,Charles Kerr,Paperback,70,1992,1992,,2022/04/14,to-read,to-read (#374),to-read,,,,0,,,0,,,,,
421558,The COINTELPRO Papers: Documents from the FBI's Secret Wars Against Dissent in the United States,Ward Churchill,"Churchill, Ward",Jim Vander Wall,"=""0896086488""","=""9780896086487""",0,4.19,South End Press,Paperback,500,2001,1990,,2022/04/14,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
